ADM3_EN,ADM3_TH,ADM3_PCODE,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,lat,lon
Ram,ราม,TH320120,Mueang Surin,เมืองสุรินทร์,TH3201,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.846669578831511,103.64998162852314
Bu Ruesi,บุฤาษี,TH320121,Mueang Surin,เมืองสุรินทร์,TH3201,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.906138933959305,103.59875579471122
Trasaeng,ตระแสง,TH320122,Mueang Surin,เมืองสุรินทร์,TH3201,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.84964275508142,103.40380135370297
Salaeng Phan,แสลงพันธ์,TH320125,Mueang Surin,เมืองสุรินทร์,TH3201,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.91610503552083,103.54682799654681
Ka Ko,กาเกาะ,TH320126,Mueang Surin,เมืองสุรินทร์,TH3201,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.113503374883608,103.47369291494346
Chumphon Buri,ชุมพลบุรี,TH320201,Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.385367666885827,103.4147251260097
Na Nong Phai,นาหนองไผ่,TH320202,Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.372338328139168,103.49109398013012
Phrai Khla,ไพรขลา,TH320203,Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.393425667772446,103.55452626005363
Si Narong,ศรีณรงค์,TH320204,Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.3731656262251,103.33879074363651
Yawuek,ยะวึก,TH320205,Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.360405596209414,103.2354657856707
Mueang Bua,เมืองบัว,TH320206,Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.417117856184333,103.19868188670205
Sa Khut,สระขุด,TH320207,Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.44070158113343,103.13361553913306
Krabueang,กระเบื้อง,TH320208,Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.367645307343626,103.29116397371679
Nong Ruea,หนองเรือ,TH320209,Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.309882747632397,103.55539531057266
Tha Tum,ท่าตูม,TH320301,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.304196954068717,103.67250884067491
Krapho,กระโพ,TH320302,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.24614274347832,103.49244404236599
Phrom Thep,พรมเทพ,TH320303,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.354478992990591,103.6141316338484
Phon Khrok,โพนครก,TH320304,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.403590087243206,103.75464911085294
Mueang Kae,เมืองแก,TH320305,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.21862331310869,103.65759640677581
Ba,บะ,TH320306,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.242060981071921,103.56896605405963
Nong Bua,หนองบัว,TH320307,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.327115501346817,103.74371996484143
Bua Khok,บัวโคก,TH320308,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.229435748321338,103.7109524720614
Nong Methi,หนองเมธี,TH320309,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.232690523704449,103.61476816079406
Thung Kula,ทุ่งกุลา,TH320310,Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.412765700225949,103.65408036233742
Chom Phra,จอมพระ,TH320401,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.10881479800937,103.6060030429913
Mueang Ling,เมืองลีง,TH320402,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.17163669337129,103.46498445616437
Krahat,กระหาด,TH320403,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.132732976659105,103.53140283494581
Bu Kraeng,บุแกรง,TH320404,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.083068580755334,103.67880616043786
Nong Sanit,หนองสนิท,TH320405,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.158875905984662,103.65446626353555
Ban Phue,บ้านผือ,TH320406,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.122551220342801,103.68292842881263
Lum Rawi,ลุ่มระวี,TH320407,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.160481078883858,103.605288305359
Chum Saeng,ชุมแสง,TH320408,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.1787728882501,103.5329461787778
Pen Suk,เป็นสุข,TH320409,Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.14001371918175,103.56614651236667
Kang Aen,กังแอน,TH320501,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.649080158565923,103.40945213928536
Thamo,ทมอ,TH320502,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.722683740704225,103.48559285615347
Phlai,ไพล,TH320503,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.70908924078462,103.37747950759169
Prue,ปรือ,TH320504,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.627238945432236,103.31580264454372
Thung Mon,ทุ่งมน,TH320505,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.71541465792228,103.2840130840481
Ta Bao,ตาเบา,TH320506,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.615467236068145,103.49260402856798
Nong Yai,หนองใหญ่,TH320507,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.551882780305759,103.46153746905394
Khok Yang,โคกยาง,TH320508,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.673080692895624,103.52848817706854
Khok Sa-At,โคกสะอาด,TH320509,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.53797891625129,103.37183946314528
Ban Sai,บ้านไทร,TH320510,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.620014720667722,103.60427281716436
Chok Na Sam,โชคนาสาม,TH320511,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.543813064161876,103.28080381886703
Chuea Phloeng,เชื้อเพลิง,TH320512,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.713512924293964,103.41760647939822
Prasat Thanong,ปราสาททนง,TH320513,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.653933859723685,103.35609516944955
Tani,ตานี,TH320514,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.6069573282251,103.25673007166289
Ban Phluang,บ้านพลวง,TH320515,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.598668736022415,103.41139695359452
Kantuat Ramuan,กันตวจระมวล,TH320516,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.588525182966617,103.5574289480222
Samut,สมุด,TH320517,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.709191775745579,103.3183025203414
Prathat Bu,ประทัดบุ,TH320518,Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.725024069141043,103.35043244499336
Kap Choeng,กาบเชิง,TH320601,Kap Choeng,กาบเชิง,TH3206,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.488081571084878,103.584930989398
Khu Tan,คูตัน,TH320604,Kap Choeng,กาบเชิง,TH3206,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.538493294430506,103.64924091800006
Dan,ด่าน,TH320605,Kap Choeng,กาบเชิง,TH3206,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.466833086102149,103.7109949287668
Naeng Mut,แนงมุด,TH320606,Kap Choeng,กาบเชิง,TH3206,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.443879231743438,103.42767105688769
Khok Takhian,โคกตะเคียน,TH320607,Kap Choeng,กาบเชิง,TH3206,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.468980896743656,103.5045787472063
Takhian,ตะเคียน,TH320610,Kap Choeng,กาบเชิง,TH3206,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.463727432669508,103.6431649663077
Rattanaburi,รัตนบุรี,TH320701,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.311509359652934,103.84351568412909
That,ธาตุ,TH320702,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.317569659091093,103.93952470008756
Kae,แก,TH320703,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.362447370464404,103.80862439204915
Don Raet,ดอนแรด,TH320704,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.369205796930908,104.01276585737914
Nong Bua Thong,หนองบัวทอง,TH320705,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.39342413437685,103.93503477147922
Nong Bua Ban,หนองบัวบาน,TH320706,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.238956808994326,103.82648159984267
Phai,ไผ่,TH320709,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.325389611048537,103.8961829701887
Boet,เบิด,TH320711,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.263277064184265,103.94723090795297
Nam Khiao,น้ำเขียว,TH320713,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.315916252620234,103.78760293505019
Kut Kha Khim,กุดขาคีม,TH320714,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.41080972550532,103.84263185956216
Yang Sawang,ยางสว่าง,TH320715,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.306142788153771,103.98681270109996
Thap Yai,ทับใหญ่,TH320716,Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.412335957946501,103.88996004123675
Sanom,สนม,TH320801,Sanom,สนม,TH3208,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.200962929301262,103.76238990242949
Phon Ko,โพนโก,TH320802,Sanom,สนม,TH3208,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.251865881170154,103.76947442525667
Nong Rakhang,หนองระฆัง,TH320803,Sanom,สนม,TH3208,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.146721451856147,103.75568584838892
Na Nuan,นานวน,TH320804,Sanom,สนม,TH3208,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.138646540619805,103.79313215701636
Khaen,แคน,TH320805,Sanom,สนม,TH3208,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.172721639953519,103.82861046481206
Hua Ngua,หัวงัว,TH320806,Sanom,สนม,TH3208,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.122564915537959,103.83625282761528
Nong I Yo,หนองอียอ,TH320807,Sanom,สนม,TH3208,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.162870178674861,103.72525780208704
Ra-Ngaeng,ระแงง,TH320901,Sikhoraphum,ศีขรภูมิ,TH3209,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.917008496644934,103.79723916676542
Truem,ตรึม,TH320902,Sikhoraphum,ศีขรภูมิ,TH3209,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,15.032384268117614,103.84320067388639
Charaphat,จารพัต,TH320903,Sikhoraphum,ศีขรภูมิ,TH3209,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.878153467155055,103.73271171307768
Yang,ยาง,TH320904,Sikhoraphum,ศีขรภูมิ,TH3209,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,14.956897205609101,103.85635690084005
